Word	Indices	GP sum	GP sum red header	Plaintext minus ciphertext	Plaintext plus ciphertext	Ciphertext_minus_plaintext
loxapine	[20, 3, 14, 24, 13, 10, 9, 18]	394	491	[1, 11, 20, 26, 11, 25, 28, 28]	[10, 24, 8, 22, 15, 24, 19, 8]	[28, 18, 9, 3, 18, 4, 1, 1]
loyalist	[20, 3, 26, 24, 20, 10, 15, 16]	496	593	[1, 11, 3, 26, 18, 25, 5, 26]	[10, 24, 20, 22, 22, 24, 25, 6]	[28, 18, 26, 3, 11, 4, 24, 3]
lucidity	[20, 1, 5, 10, 23, 10, 16, 26]	402	499	[1, 9, 11, 12, 21, 25, 6, 7]	[10, 22, 28, 8, 25, 24, 26, 16]	[28, 20, 18, 17, 8, 4, 23, 22]
ludology	[20, 1, 23, 3, 20, 3, 6, 26]	372	469	[1, 9, 0, 5, 18, 18, 25, 7]	[10, 22, 17, 1, 22, 17, 16, 16]	[28, 20, 0, 24, 11, 11, 4, 22]
luminary	[20, 1, 19, 10, 9, 24, 4, 26]	418	515	[1, 9, 25, 12, 7, 10, 23, 7]	[10, 22, 13, 8, 11, 9, 14, 16]	[28, 20, 4, 17, 22, 19, 6, 22]
luminism	[20, 1, 19, 10, 9, 10, 15, 19]	362	459	[1, 9, 25, 12, 7, 25, 5, 0]	[10, 22, 13, 8, 11, 24, 25, 9]	[28, 20, 4, 17, 22, 4, 24, 0]
lumpfish	[20, 1, 19, 13, 0, 10, 15, 8]	299	396	[1, 9, 25, 15, 27, 25, 5, 18]	[10, 22, 13, 11, 2, 24, 25, 27]	[28, 20, 4, 14, 2, 4, 24, 11]
lunching	[20, 1, 9, 5, 8, 10, 9, 6]	218	315	[1, 9, 15, 7, 6, 25, 28, 16]	[10, 22, 3, 3, 10, 24, 19, 25]	[28, 20, 14, 22, 23, 4, 1, 13]
lushness	[20, 1, 15, 8, 9, 18, 15, 15]	354	451	[1, 9, 21, 10, 7, 4, 5, 25]	[10, 22, 9, 6, 11, 3, 25, 5]	[28, 20, 8, 19, 22, 25, 24, 4]
lutanist	[20, 1, 16, 24, 9, 10, 15, 16]	404	501	[1, 9, 22, 26, 7, 25, 5, 26]	[10, 22, 10, 22, 11, 24, 25, 6]	[28, 20, 7, 3, 22, 4, 24, 3]
lutecium	[20, 1, 16, 18, 5, 10, 1, 19]	320	417	[1, 9, 22, 20, 3, 25, 20, 0]	[10, 22, 10, 16, 7, 24, 11, 9]	[28, 20, 7, 9, 26, 4, 9, 0]
lutefisk	[20, 1, 16, 18, 0, 10, 15, 5]	301	398	[1, 9, 22, 20, 27, 25, 5, 15]	[10, 22, 10, 16, 2, 24, 25, 24]	[28, 20, 7, 9, 2, 4, 24, 14]
lutenist	[20, 1, 16, 18, 9, 10, 15, 16]	374	471	[1, 9, 22, 20, 7, 25, 5, 26]	[10, 22, 10, 16, 11, 24, 25, 6]	[28, 20, 7, 9, 22, 4, 24, 3]
lutetium	[20, 1, 16, 18, 16, 10, 1, 19]	366	463	[1, 9, 22, 20, 14, 25, 20, 0]	[10, 22, 10, 16, 18, 24, 11, 9]	[28, 20, 7, 9, 15, 4, 9, 0]
lychgate	[20, 26, 5, 8, 6, 24, 16, 18]	452	549	[1, 5, 11, 10, 4, 10, 6, 28]	[10, 18, 28, 6, 8, 9, 26, 8]	[28, 24, 18, 19, 25, 19, 23, 1]
lycopene	[20, 26, 5, 3, 13, 18, 9, 18]	402	499	[1, 5, 11, 5, 11, 4, 28, 28]	[10, 18, 28, 1, 15, 3, 19, 8]	[28, 24, 18, 24, 18, 25, 1, 1]
lymphoma	[20, 26, 19, 13, 8, 3, 19, 24]	488	585	[1, 5, 25, 15, 6, 18, 9, 5]	[10, 18, 13, 11, 10, 17, 0, 14]	[28, 24, 4, 14, 23, 11, 20, 24]
lynching	[20, 26, 9, 5, 8, 10, 9, 6]	318	415	[1, 5, 15, 7, 6, 25, 28, 16]	[10, 18, 3, 3, 10, 24, 19, 25]	[28, 24, 14, 22, 23, 4, 1, 13]
lynchpin	[20, 26, 9, 5, 8, 13, 10, 9]	344	441	[1, 5, 15, 7, 6, 28, 0, 19]	[10, 18, 3, 3, 10, 27, 20, 28]	[28, 24, 14, 22, 23, 1, 0, 10]
lyrebird	[20, 26, 4, 18, 17, 10, 4, 23]	446	543	[1, 5, 10, 20, 15, 25, 23, 4]	[10, 18, 27, 16, 19, 24, 14, 13]	[28, 24, 19, 9, 14, 4, 6, 25]
lyricism	[20, 26, 4, 10, 5, 10, 15, 19]	386	483	[1, 5, 10, 12, 3, 25, 5, 0]	[10, 18, 27, 8, 7, 24, 25, 9]	[28, 24, 19, 17, 26, 4, 24, 0]
lyricist	[20, 26, 4, 10, 5, 10, 15, 16]	374	471	[1, 5, 10, 12, 3, 25, 5, 26]	[10, 18, 27, 8, 7, 24, 25, 6]	[28, 24, 19, 17, 26, 4, 24, 3]
lysogeny	[20, 26, 15, 3, 6, 18, 9, 26]	452	549	[1, 5, 21, 5, 4, 4, 28, 7]	[10, 18, 9, 1, 8, 3, 19, 16]	[28, 24, 8, 24, 25, 25, 1, 22]
lysosome	[20, 26, 15, 3, 15, 3, 19, 18]	434	531	[1, 5, 21, 5, 13, 18, 9, 28]	[10, 18, 9, 1, 17, 17, 0, 8]	[28, 24, 8, 24, 16, 11, 20, 1]
lysozyme	[20, 26, 15, 3, 15, 26, 19, 18]	530	627	[1, 5, 21, 5, 13, 12, 9, 28]	[10, 18, 9, 1, 17, 11, 0, 8]	[28, 24, 8, 24, 16, 17, 20, 1]
macaroni	[19, 24, 5, 24, 4, 3, 9, 10]	356	453	[0, 3, 11, 26, 2, 18, 28, 20]	[9, 16, 28, 22, 6, 17, 19, 0]	[0, 26, 18, 3, 27, 11, 1, 9]
macaroon	[19, 24, 5, 24, 4, 3, 3, 9]	332	429	[0, 3, 11, 26, 2, 18, 22, 19]	[9, 16, 28, 22, 6, 17, 13, 28]	[0, 26, 18, 3, 27, 11, 7, 10]
macerate	[19, 24, 5, 18, 4, 24, 16, 18]	482	579	[0, 3, 11, 20, 2, 10, 6, 28]	[9, 16, 28, 16, 6, 9, 26, 8]	[0, 26, 18, 9, 27, 19, 23, 1]
machilid	[19, 24, 5, 8, 10, 20, 10, 23]	428	525	[0, 3, 11, 10, 8, 6, 0, 4]	[9, 16, 28, 6, 12, 5, 20, 13]	[0, 26, 18, 19, 21, 23, 0, 25]
machismo	[19, 24, 5, 8, 10, 15, 19, 3]	366	463	[0, 3, 11, 10, 8, 1, 9, 13]	[9, 16, 28, 6, 12, 0, 0, 22]	[0, 26, 18, 19, 21, 28, 20, 16]
mackerel	[19, 24, 5, 5, 18, 4, 18, 20]	412	509	[0, 3, 11, 7, 16, 19, 8, 1]	[9, 16, 28, 3, 20, 18, 28, 10]	[0, 26, 18, 22, 13, 10, 21, 28]
mackinaw	[19, 24, 5, 5, 10, 9, 24, 7]	370	467	[0, 3, 11, 7, 8, 24, 14, 17]	[9, 16, 28, 3, 12, 23, 5, 26]	[0, 26, 18, 22, 21, 5, 15, 12]
macrotus	[19, 24, 5, 4, 3, 16, 1, 15]	314	411	[0, 3, 11, 6, 1, 2, 20, 25]	[9, 16, 28, 2, 5, 1, 11, 5]	[0, 26, 18, 23, 28, 27, 9, 4]
macushla	[19, 24, 5, 1, 15, 8, 20, 24]	430	527	[0, 3, 11, 3, 13, 23, 10, 5]	[9, 16, 28, 28, 17, 22, 1, 14]	[0, 26, 18, 26, 16, 6, 19, 24]
madhouse	[19, 24, 23, 8, 3, 1, 15, 18]	410	507	[0, 3, 0, 10, 1, 16, 5, 28]	[9, 16, 17, 6, 5, 15, 25, 8]	[0, 26, 0, 19, 28, 13, 24, 1]
madrasah	[19, 24, 23, 4, 24, 15, 24, 8]	538	635	[0, 3, 0, 6, 22, 1, 14, 18]	[9, 16, 17, 2, 26, 0, 5, 27]	[0, 26, 0, 23, 7, 28, 15, 11]
madrigal	[19, 24, 23, 4, 10, 6, 24, 20]	486	583	[0, 3, 0, 6, 8, 21, 14, 1]	[9, 16, 17, 2, 12, 20, 5, 10]	[0, 26, 0, 23, 21, 8, 15, 28]
madwoman	[19, 24, 23, 7, 3, 19, 24, 9]	480	577	[0, 3, 0, 9, 1, 5, 14, 19]	[9, 16, 17, 5, 5, 4, 5, 28]	[0, 26, 0, 20, 28, 24, 15, 10]
maelstrom	[19, 25, 20, 15, 16, 4, 3, 19]	446	543	[0, 4, 26, 17, 14, 19, 22, 0]	[9, 17, 14, 13, 18, 18, 13, 9]	[0, 25, 3, 12, 15, 10, 7, 0]
magazine	[19, 24, 6, 24, 15, 10, 9, 18]	462	559	[0, 3, 12, 26, 13, 25, 28, 28]	[9, 16, 0, 22, 17, 24, 19, 8]	[0, 26, 17, 3, 16, 4, 1, 1]
magdalen	[19, 24, 6, 23, 24, 20, 18, 9]	540	637	[0, 3, 12, 25, 22, 6, 8, 19]	[9, 16, 0, 21, 26, 5, 28, 28]	[0, 26, 17, 4, 7, 23, 21, 10]
magnesia	[19, 24, 6, 9, 18, 15, 10, 24]	462	559	[0, 3, 12, 11, 16, 1, 0, 5]	[9, 16, 0, 7, 20, 0, 20, 14]	[0, 26, 17, 18, 13, 28, 0, 24]
magneton	[19, 24, 6, 9, 18, 16, 3, 9]	376	473	[0, 3, 12, 11, 16, 2, 22, 19]	[9, 16, 0, 7, 20, 1, 13, 28]	[0, 26, 17, 18, 13, 27, 7, 10]
magnolia	[19, 24, 6, 9, 3, 20, 10, 24]	422	519	[0, 3, 12, 11, 1, 6, 0, 5]	[9, 16, 0, 7, 5, 5, 20, 14]	[0, 26, 17, 18, 28, 23, 0, 24]
maharaja	[19, 24, 8, 24, 4, 24, 11, 24]	530	627	[0, 3, 14, 26, 2, 10, 1, 5]	[9, 16, 2, 22, 6, 9, 21, 14]	[0, 26, 15, 3, 27, 19, 28, 24]
maharani	[19, 24, 8, 24, 4, 24, 9, 10]	456	553	[0, 3, 14, 26, 2, 10, 28, 20]	[9, 16, 2, 22, 6, 9, 19, 0]	[0, 26, 15, 3, 27, 19, 1, 9]
mahimahi	[19, 24, 8, 10, 19, 24, 8, 10]	444	541	[0, 3, 14, 12, 17, 10, 27, 20]	[9, 16, 2, 8, 21, 9, 18, 0]	[0, 26, 15, 17, 12, 19, 2, 9]
mahogany	[19, 24, 8, 3, 6, 24, 9, 26]	444	541	[0, 3, 14, 5, 4, 10, 28, 7]	[9, 16, 2, 1, 8, 9, 19, 16]	[0, 26, 15, 24, 25, 19, 1, 22]
maidhood	[19, 24, 10, 23, 8, 3, 3, 23]	414	511	[0, 3, 16, 25, 6, 18, 22, 4]	[9, 16, 4, 21, 10, 17, 13, 13]	[0, 26, 13, 4, 23, 11, 7, 25]
mailboat	[19, 24, 10, 20, 17, 3, 24, 16]	496	593	[0, 3, 16, 22, 15, 18, 14, 26]	[9, 16, 4, 18, 19, 17, 5, 6]	[0, 26, 13, 7, 14, 11, 15, 3]
maildrop	[19, 24, 10, 20, 23, 4, 3, 13]	422	519	[0, 3, 16, 22, 21, 19, 22, 23]	[9, 16, 4, 18, 25, 18, 13, 3]	[0, 26, 13, 7, 8, 10, 7, 6]
mainland	[19, 24, 10, 9, 20, 24, 9, 23]	516	613	[0, 3, 16, 11, 18, 10, 28, 4]	[9, 16, 4, 7, 22, 9, 19, 13]	[0, 26, 13, 18, 11, 19, 1, 25]
mainmast	[19, 24, 10, 9, 19, 24, 15, 16]	508	605	[0, 3, 16, 11, 17, 10, 5, 26]	[9, 16, 4, 7, 21, 9, 25, 6]	[0, 26, 13, 18, 12, 19, 24, 3]
mainsail	[19, 24, 10, 9, 15, 24, 10, 20]	482	579	[0, 3, 16, 11, 13, 10, 0, 1]	[9, 16, 4, 7, 17, 9, 20, 10]	[0, 26, 13, 18, 16, 19, 0, 28]
mainstay	[19, 24, 10, 9, 15, 16, 24, 26]	540	637	[0, 3, 16, 11, 13, 2, 14, 7]	[9, 16, 4, 7, 17, 1, 5, 16]	[0, 26, 13, 18, 16, 27, 15, 22]
majolica	[19, 24, 11, 3, 20, 10, 5, 24]	426	523	[0, 3, 17, 5, 18, 25, 24, 5]	[9, 16, 5, 1, 22, 24, 15, 14]	[0, 26, 12, 24, 11, 4, 5, 24]
majority	[19, 24, 11, 3, 4, 10, 16, 26]	416	513	[0, 3, 17, 5, 2, 25, 6, 7]	[9, 16, 5, 1, 6, 24, 26, 16]	[0, 26, 12, 24, 27, 4, 23, 22]
makagigi	[19, 24, 5, 24, 6, 10, 6, 10]	374	471	[0, 3, 11, 26, 4, 25, 25, 20]	[9, 16, 28, 22, 8, 24, 16, 0]	[0, 26, 18, 3, 25, 4, 4, 9]
makeready	[19, 24, 5, 18, 4, 28, 23, 26]	560	657	[0, 3, 11, 20, 2, 14, 13, 7]	[9, 16, 28, 16, 6, 13, 4, 16]	[0, 26, 18, 9, 27, 15, 16, 22]
makomako	[19, 24, 5, 3, 19, 24, 5, 3]	376	473	[0, 3, 11, 5, 17, 10, 24, 13]	[9, 16, 28, 1, 21, 9, 15, 22]	[0, 26, 18, 24, 12, 19, 5, 16]
malahini	[19, 24, 20, 24, 8, 10, 9, 10]	452	549	[0, 3, 26, 26, 6, 25, 28, 20]	[9, 16, 14, 22, 10, 24, 19, 0]	[0, 26, 3, 3, 23, 4, 1, 9]
malamute	[19, 24, 20, 24, 19, 1, 16, 18]	538	635	[0, 3, 26, 26, 17, 16, 6, 28]	[9, 16, 14, 22, 21, 15, 26, 8]	[0, 26, 3, 3, 12, 13, 23, 1]
malaprop	[19, 24, 20, 24, 13, 4, 3, 13]	442	539	[0, 3, 26, 26, 11, 19, 22, 23]	[9, 16, 14, 22, 15, 18, 13, 3]	[0, 26, 3, 3, 18, 10, 7, 6]
malarkey	[19, 24, 20, 24, 4, 5, 18, 26]	532	629	[0, 3, 26, 26, 2, 20, 8, 7]	[9, 16, 14, 22, 6, 19, 28, 16]	[0, 26, 3, 3, 27, 9, 21, 22]
malemute	[19, 24, 20, 18, 19, 1, 16, 18]	508	605	[0, 3, 26, 20, 17, 16, 6, 28]	[9, 16, 14, 16, 21, 15, 26, 8]	[0, 26, 3, 9, 12, 13, 23, 1]
maleness	[19, 24, 20, 18, 9, 18, 15, 15]	510	607	[0, 3, 26, 20, 7, 4, 5, 25]	[9, 16, 14, 16, 11, 3, 25, 5]	[0, 26, 3, 9, 22, 25, 24, 4]
maligner	[19, 24, 20, 10, 6, 9, 18, 4]	396	493	[0, 3, 26, 12, 4, 24, 8, 14]	[9, 16, 14, 8, 8, 23, 28, 23]	[0, 26, 3, 17, 25, 5, 21, 15]
malingerer	[19, 24, 20, 21, 18, 4, 18, 4]	476	573	[0, 3, 26, 23, 16, 19, 8, 14]	[9, 16, 14, 19, 20, 18, 28, 23]	[0, 26, 3, 6, 13, 10, 21, 15]
malinois	[19, 24, 20, 10, 9, 3, 10, 15]	392	489	[0, 3, 26, 12, 7, 18, 0, 25]	[9, 16, 14, 8, 11, 17, 20, 5]	[0, 26, 3, 17, 22, 11, 0, 4]
malodour	[19, 24, 20, 3, 23, 3, 1, 4]	358	455	[0, 3, 26, 5, 21, 18, 20, 14]	[9, 16, 14, 1, 25, 17, 11, 23]	[0, 26, 3, 24, 8, 11, 9, 15]
maltster	[19, 24, 20, 16, 15, 16, 18, 4]	490	587	[0, 3, 26, 18, 13, 2, 8, 14]	[9, 16, 14, 14, 17, 1, 28, 23]	[0, 26, 3, 11, 16, 27, 21, 15]
malvasia	[19, 24, 20, 1, 24, 15, 10, 24]	522	619	[0, 3, 26, 3, 22, 1, 0, 5]	[9, 16, 14, 28, 26, 0, 20, 14]	[0, 26, 3, 26, 7, 28, 0, 24]
mammalian	[19, 24, 19, 19, 24, 20, 27, 9]	616	713	[0, 3, 25, 21, 22, 6, 17, 19]	[9, 16, 13, 17, 26, 5, 8, 28]	[0, 26, 4, 8, 7, 23, 12, 10]
mammilla	[19, 24, 19, 19, 10, 20, 20, 24]	584	681	[0, 3, 25, 21, 8, 6, 10, 5]	[9, 16, 13, 17, 12, 5, 1, 14]	[0, 26, 4, 8, 21, 23, 19, 24]
mandamus	[19, 24, 9, 23, 24, 19, 1, 15]	510	607	[0, 3, 15, 25, 22, 5, 20, 25]	[9, 16, 3, 21, 26, 4, 11, 5]	[0, 26, 14, 4, 7, 24, 9, 4]
mandarin	[19, 24, 9, 23, 24, 4, 10, 9]	454	551	[0, 3, 15, 25, 22, 19, 0, 19]	[9, 16, 3, 21, 26, 18, 20, 28]	[0, 26, 14, 4, 7, 10, 0, 10]
mandator	[19, 24, 9, 23, 24, 16, 3, 4]	460	557	[0, 3, 15, 25, 22, 2, 22, 14]	[9, 16, 3, 21, 26, 1, 13, 23]	[0, 26, 14, 4, 7, 27, 7, 15]
mandible	[19, 24, 9, 23, 10, 17, 20, 18]	518	615	[0, 3, 15, 25, 8, 3, 10, 28]	[9, 16, 3, 21, 12, 2, 1, 8]	[0, 26, 14, 4, 21, 26, 19, 1]
mandolin	[19, 24, 9, 23, 3, 20, 10, 9]	426	523	[0, 3, 15, 25, 1, 6, 0, 19]	[9, 16, 3, 21, 5, 5, 20, 28]	[0, 26, 14, 4, 28, 23, 0, 10]
mandrake	[19, 24, 9, 23, 4, 24, 5, 18]	474	571	[0, 3, 15, 25, 2, 10, 24, 28]	[9, 16, 3, 21, 6, 9, 15, 8]	[0, 26, 14, 4, 27, 19, 5, 1]
mandrill	[19, 24, 9, 23, 4, 10, 20, 20]	474	571	[0, 3, 15, 25, 2, 25, 10, 1]	[9, 16, 3, 21, 6, 24, 1, 10]	[0, 26, 14, 4, 27, 4, 19, 28]
maneuver	[19, 24, 9, 18, 1, 1, 18, 4]	348	445	[0, 3, 15, 20, 28, 16, 8, 14]	[9, 16, 3, 16, 3, 15, 28, 23]	[0, 26, 14, 9, 1, 13, 21, 15]
manganate	[19, 24, 21, 24, 9, 24, 16, 18]	596	693	[0, 3, 27, 26, 7, 10, 6, 28]	[9, 16, 15, 22, 11, 9, 26, 8]	[0, 26, 2, 3, 22, 19, 23, 1]
manganese	[19, 24, 21, 24, 9, 18, 15, 18]	560	657	[0, 3, 27, 26, 7, 4, 5, 28]	[9, 16, 15, 22, 11, 3, 25, 8]	[0, 26, 2, 3, 22, 25, 24, 1]
manganite	[19, 24, 21, 24, 9, 10, 16, 18]	530	627	[0, 3, 27, 26, 7, 25, 6, 28]	[9, 16, 15, 22, 11, 24, 26, 8]	[0, 26, 2, 3, 22, 4, 23, 1]
manginess	[19, 24, 21, 10, 9, 18, 15, 15]	480	577	[0, 3, 27, 12, 7, 4, 5, 25]	[9, 16, 15, 8, 11, 3, 25, 5]	[0, 26, 2, 17, 22, 25, 24, 4]
manicure	[19, 24, 9, 10, 5, 1, 4, 18]	322	419	[0, 3, 15, 12, 3, 16, 23, 28]	[9, 16, 3, 8, 7, 15, 14, 8]	[0, 26, 14, 17, 26, 13, 6, 1]
manifest	[19, 24, 9, 10, 0, 18, 15, 16]	409	506	[0, 3, 15, 12, 27, 4, 5, 26]	[9, 16, 3, 8, 2, 3, 25, 6]	[0, 26, 14, 17, 2, 25, 24, 3]
manifold	[19, 24, 9, 10, 0, 3, 20, 23]	399	496	[0, 3, 15, 12, 27, 18, 10, 4]	[9, 16, 3, 8, 2, 17, 1, 13]	[0, 26, 14, 17, 2, 11, 19, 25]
mannikin	[19, 24, 9, 9, 10, 5, 10, 9]	330	427	[0, 3, 15, 11, 8, 20, 0, 19]	[9, 16, 3, 7, 12, 19, 20, 28]	[0, 26, 14, 18, 21, 9, 0, 10]
mannitol	[19, 24, 9, 9, 10, 16, 3, 20]	396	493	[0, 3, 15, 11, 8, 2, 22, 1]	[9, 16, 3, 7, 12, 1, 13, 10]	[0, 26, 14, 18, 21, 27, 7, 28]
manoeuvre	[19, 24, 9, 22, 1, 1, 4, 18]	364	461	[0, 3, 15, 24, 28, 16, 23, 28]	[9, 16, 3, 20, 3, 15, 14, 8]	[0, 26, 14, 5, 1, 13, 6, 1]
manpower	[19, 24, 9, 13, 3, 7, 18, 4]	344	441	[0, 3, 15, 15, 1, 22, 8, 14]	[9, 16, 3, 11, 5, 21, 28, 23]	[0, 26, 14, 14, 28, 7, 21, 15]
mantelet	[19, 24, 9, 16, 18, 20, 18, 16]	522	619	[0, 3, 15, 18, 16, 6, 8, 26]	[9, 16, 3, 14, 20, 5, 28, 6]	[0, 26, 14, 11, 13, 23, 21, 3]
mantiger	[19, 24, 9, 16, 10, 6, 18, 4]	382	479	[0, 3, 15, 18, 8, 21, 8, 14]	[9, 16, 3, 14, 12, 20, 28, 23]	[0, 26, 14, 11, 21, 8, 21, 15]
mantilla	[19, 24, 9, 16, 10, 20, 20, 24]	530	627	[0, 3, 15, 18, 8, 6, 10, 5]	[9, 16, 3, 14, 12, 5, 1, 14]	[0, 26, 14, 11, 21, 23, 19, 24]
mantissa	[19, 24, 9, 16, 10, 15, 15, 24]	490	587	[0, 3, 15, 18, 8, 1, 5, 5]	[9, 16, 3, 14, 12, 0, 25, 14]	[0, 26, 14, 11, 21, 28, 24, 24]
mapinguari	[19, 24, 13, 21, 1, 24, 4, 10]	432	529	[0, 3, 19, 23, 28, 10, 23, 20]	[9, 16, 7, 19, 3, 9, 14, 0]	[0, 26, 10, 6, 1, 19, 6, 9]
marabout	[19, 24, 4, 24, 17, 3, 1, 16]	406	503	[0, 3, 10, 26, 15, 18, 20, 26]	[9, 16, 27, 22, 19, 17, 11, 6]	[0, 26, 19, 3, 14, 11, 9, 3]
marasmus	[19, 24, 4, 24, 15, 19, 1, 15]	456	553	[0, 3, 10, 26, 13, 5, 20, 25]	[9, 16, 27, 22, 17, 4, 11, 5]	[0, 26, 19, 3, 16, 24, 9, 4]
marauder	[19, 24, 4, 24, 1, 23, 18, 4]	446	543	[0, 3, 10, 26, 28, 9, 8, 14]	[9, 16, 27, 22, 3, 8, 28, 23]	[0, 26, 19, 3, 1, 20, 21, 15]
marbling	[19, 24, 4, 17, 20, 10, 9, 6]	390	487	[0, 3, 10, 19, 18, 25, 28, 16]	[9, 16, 27, 15, 22, 24, 19, 25]	[0, 26, 19, 10, 11, 4, 1, 13]
marching	[19, 24, 4, 5, 8, 10, 9, 6]	292	389	[0, 3, 10, 7, 6, 25, 28, 16]	[9, 16, 27, 3, 10, 24, 19, 25]	[0, 26, 19, 22, 23, 4, 1, 13]
margarin	[19, 24, 4, 6, 24, 4, 10, 9]	364	461	[0, 3, 10, 8, 22, 19, 0, 19]	[9, 16, 27, 4, 26, 18, 20, 28]	[0, 26, 19, 21, 7, 10, 0, 10]
margrave	[19, 24, 4, 6, 4, 24, 1, 18]	374	471	[0, 3, 10, 8, 2, 10, 20, 28]	[9, 16, 27, 4, 6, 9, 11, 8]	[0, 26, 19, 21, 27, 19, 9, 1]
marigold	[19, 24, 4, 10, 6, 3, 20, 23]	396	493	[0, 3, 10, 12, 4, 18, 10, 4]	[9, 16, 27, 8, 8, 17, 1, 13]	[0, 26, 19, 17, 25, 11, 19, 25]
marinade	[19, 24, 4, 10, 9, 24, 23, 18]	492	589	[0, 3, 10, 12, 7, 10, 13, 28]	[9, 16, 27, 8, 11, 9, 4, 8]	[0, 26, 19, 17, 22, 19, 16, 1]
marinara	[19, 24, 4, 10, 9, 24, 4, 24]	444	541	[0, 3, 10, 12, 7, 10, 23, 5]	[9, 16, 27, 8, 11, 9, 14, 14]	[0, 26, 19, 17, 22, 19, 6, 24]
mariposa	[19, 24, 4, 10, 13, 3, 15, 24]	410	507	[0, 3, 10, 12, 11, 18, 5, 5]	[9, 16, 27, 8, 15, 17, 25, 14]	[0, 26, 19, 17, 18, 11, 24, 24]
marjoram	[19, 24, 4, 11, 3, 4, 24, 19]	402	499	[0, 3, 10, 13, 1, 19, 14, 0]	[9, 16, 27, 9, 5, 18, 5, 9]	[0, 26, 19, 16, 28, 10, 15, 0]
marketer	[19, 24, 4, 5, 18, 16, 18, 4]	396	493	[0, 3, 10, 7, 16, 2, 8, 14]	[9, 16, 27, 3, 20, 1, 28, 23]	[0, 26, 19, 22, 13, 27, 21, 15]
markhoor	[19, 24, 4, 5, 8, 3, 3, 4]	240	337	[0, 3, 10, 7, 6, 18, 22, 14]	[9, 16, 27, 3, 10, 17, 13, 23]	[0, 26, 19, 22, 23, 11, 7, 15]
marksman	[19, 24, 4, 5, 15, 19, 24, 9]	442	539	[0, 3, 10, 7, 13, 5, 14, 19]	[9, 16, 27, 3, 17, 4, 5, 28]	[0, 26, 19, 22, 16, 24, 15, 10]
markweed	[19, 24, 4, 5, 7, 18, 18, 23]	434	531	[0, 3, 10, 7, 5, 4, 8, 4]	[9, 16, 27, 3, 9, 3, 28, 13]	[0, 26, 19, 22, 24, 25, 21, 25]
marmoset	[19, 24, 4, 19, 3, 15, 18, 16]	436	533	[0, 3, 10, 21, 1, 1, 8, 26]	[9, 16, 27, 17, 5, 0, 28, 6]	[0, 26, 19, 8, 28, 28, 21, 3]
marocain	[19, 24, 4, 3, 5, 24, 10, 9]	356	453	[0, 3, 10, 5, 3, 10, 0, 19]	[9, 16, 27, 1, 7, 9, 20, 28]	[0, 26, 19, 24, 26, 19, 0, 10]
marquess	[19, 24, 4, 5, 7, 18, 15, 15]	384	481	[0, 3, 10, 7, 5, 4, 5, 25]	[9, 16, 27, 3, 9, 3, 25, 5]	[0, 26, 19, 22, 24, 25, 24, 4]
marquise	[19, 24, 4, 5, 7, 10, 15, 18]	362	459	[0, 3, 10, 7, 5, 25, 5, 28]	[9, 16, 27, 3, 9, 24, 25, 8]	[0, 26, 19, 22, 24, 4, 24, 1]
marshall	[19, 24, 4, 15, 8, 24, 20, 20]	498	595	[0, 3, 10, 17, 6, 10, 10, 1]	[9, 16, 27, 13, 10, 9, 1, 10]	[0, 26, 19, 12, 23, 19, 19, 28]
marsupial	[19, 24, 4, 15, 1, 13, 27, 20]	458	555	[0, 3, 10, 17, 28, 28, 17, 1]	[9, 16, 27, 13, 3, 27, 8, 10]	[0, 26, 19, 12, 1, 1, 12, 28]
martagon	[19, 24, 4, 16, 24, 6, 3, 9]	388	485	[0, 3, 10, 18, 22, 21, 22, 19]	[9, 16, 27, 14, 26, 20, 13, 28]	[0, 26, 19, 11, 7, 8, 7, 10]
martinet	[19, 24, 4, 16, 10, 9, 18, 16]	424	521	[0, 3, 10, 18, 8, 24, 8, 26]	[9, 16, 27, 14, 12, 23, 28, 6]	[0, 26, 19, 11, 21, 5, 21, 3]
martingale	[19, 24, 4, 16, 21, 24, 20, 18]	554	651	[0, 3, 10, 18, 19, 10, 10, 28]	[9, 16, 27, 14, 23, 9, 1, 8]	[0, 26, 19, 11, 10, 19, 19, 1]
martynia	[19, 24, 4, 16, 26, 9, 10, 24]	498	595	[0, 3, 10, 18, 24, 24, 0, 5]	[9, 16, 27, 14, 28, 23, 20, 14]	[0, 26, 19, 11, 5, 5, 0, 24]
marzipan	[19, 24, 4, 15, 10, 13, 24, 9]	432	529	[0, 3, 10, 17, 8, 28, 14, 19]	[9, 16, 27, 13, 12, 27, 5, 28]	[0, 26, 19, 12, 21, 1, 15, 10]
massacre	[19, 24, 15, 15, 24, 5, 4, 18]	462	559	[0, 3, 21, 17, 22, 20, 23, 28]	[9, 16, 9, 13, 26, 19, 14, 8]	[0, 26, 8, 12, 7, 9, 6, 1]
massager	[19, 24, 15, 15, 24, 6, 18, 4]	466	563	[0, 3, 21, 17, 22, 21, 8, 14]	[9, 16, 9, 13, 26, 20, 28, 23]	[0, 26, 8, 12, 7, 8, 21, 15]
masseter	[19, 24, 15, 15, 18, 16, 18, 4]	478	575	[0, 3, 21, 17, 16, 2, 8, 14]	[9, 16, 9, 13, 20, 1, 28, 23]	[0, 26, 8, 12, 13, 27, 21, 15]
