Word;Indices;GP sum;GP sum red header;Plaintext minus ciphertext;Plaintext plus ciphertext;Ciphertext_minus_plaintext
fluidram;[0, 20, 1, 10, 23, 4, 24, 19];377;474;[10, 28, 7, 12, 21, 19, 14, 0];[19, 12, 24, 8, 25, 18, 5, 9];[19, 1, 22, 17, 8, 10, 15, 0]
flummery;[0, 20, 1, 19, 19, 18, 4, 26];401;498;[10, 28, 7, 21, 17, 4, 23, 7];[19, 12, 24, 17, 21, 3, 14, 16];[19, 1, 22, 8, 12, 25, 6, 22]
fluoride;[0, 20, 1, 3, 4, 10, 23, 18];283;380;[10, 28, 7, 5, 2, 25, 13, 28];[19, 12, 24, 1, 6, 24, 4, 8];[19, 1, 22, 24, 27, 4, 16, 1]
fluorine;[0, 20, 1, 3, 4, 10, 9, 18];223;320;[10, 28, 7, 5, 2, 25, 28, 28];[19, 12, 24, 1, 6, 24, 19, 8];[19, 1, 22, 24, 27, 4, 1, 1]
fluorite;[0, 20, 1, 3, 4, 10, 16, 18];253;350;[10, 28, 7, 5, 2, 25, 6, 28];[19, 12, 24, 1, 6, 24, 26, 8];[19, 1, 22, 24, 27, 4, 23, 1]
flypaper;[0, 20, 26, 13, 24, 13, 18, 4];439;536;[10, 28, 3, 15, 22, 28, 8, 14];[19, 12, 20, 11, 26, 27, 28, 23];[19, 1, 26, 14, 7, 1, 21, 15]
flyspeck;[0, 20, 26, 15, 13, 18, 5, 5];367;464;[10, 28, 3, 17, 11, 4, 24, 15];[19, 12, 20, 13, 15, 3, 15, 24];[19, 1, 26, 12, 18, 25, 5, 14]
flywheel;[0, 20, 26, 7, 8, 18, 18, 20];427;524;[10, 28, 3, 9, 6, 4, 8, 1];[19, 12, 20, 5, 10, 3, 28, 10];[19, 1, 26, 20, 23, 25, 21, 28]
focusing;[0, 3, 5, 1, 15, 10, 9, 6];155;252;[10, 11, 11, 3, 13, 25, 28, 16];[19, 24, 28, 28, 17, 24, 19, 25];[19, 18, 18, 26, 16, 4, 1, 13]
foetology;[0, 22, 16, 3, 20, 3, 6, 26];351;448;[10, 1, 22, 5, 18, 18, 25, 7];[19, 14, 10, 1, 22, 17, 16, 16];[19, 28, 7, 24, 11, 11, 4, 22]
folderal;[0, 3, 20, 23, 18, 4, 24, 20];419;516;[10, 11, 26, 25, 16, 19, 14, 1];[19, 24, 14, 21, 20, 18, 5, 10];[19, 18, 3, 4, 13, 10, 15, 28]
folderol;[0, 3, 20, 23, 18, 4, 3, 20];329;426;[10, 11, 26, 25, 16, 19, 22, 1];[19, 24, 14, 21, 20, 18, 13, 10];[19, 18, 3, 4, 13, 10, 7, 28]
folklore;[0, 3, 20, 5, 20, 3, 4, 18];253;350;[10, 11, 26, 7, 18, 18, 23, 28];[19, 24, 14, 3, 22, 17, 14, 8];[19, 18, 3, 22, 11, 11, 6, 1]
folksong;[0, 3, 20, 5, 15, 3, 9, 6];201;298;[10, 11, 26, 7, 13, 18, 28, 16];[19, 24, 14, 3, 17, 17, 19, 25];[19, 18, 3, 22, 16, 11, 1, 13]
folktale;[0, 3, 20, 5, 16, 24, 20, 18];391;488;[10, 11, 26, 7, 14, 10, 10, 28];[19, 24, 14, 3, 18, 9, 1, 8];[19, 18, 3, 22, 15, 19, 19, 1]
follicle;[0, 3, 20, 20, 10, 5, 20, 18];339;436;[10, 11, 26, 22, 8, 20, 10, 28];[19, 24, 14, 18, 12, 19, 1, 8];[19, 18, 3, 7, 21, 9, 19, 1]
follower;[0, 3, 20, 20, 3, 7, 18, 4];259;356;[10, 11, 26, 22, 1, 22, 8, 14];[19, 24, 14, 18, 5, 21, 28, 23];[19, 18, 3, 7, 28, 7, 21, 15]
followup;[0, 3, 20, 20, 3, 7, 1, 13];227;324;[10, 11, 26, 22, 1, 22, 20, 23];[19, 24, 14, 18, 5, 21, 11, 3];[19, 18, 3, 7, 28, 7, 9, 6]
fomenter;[0, 3, 19, 18, 9, 16, 18, 4];313;410;[10, 11, 25, 20, 7, 2, 8, 14];[19, 24, 13, 16, 11, 1, 28, 23];[19, 18, 4, 9, 22, 27, 21, 15]
fondling;[0, 3, 9, 23, 20, 10, 9, 6];277;374;[10, 11, 15, 25, 18, 25, 28, 16];[19, 24, 3, 21, 22, 24, 19, 25];[19, 18, 14, 4, 11, 4, 1, 13]
fondness;[0, 3, 9, 23, 9, 18, 15, 15];329;426;[10, 11, 15, 25, 7, 4, 5, 25];[19, 24, 3, 21, 11, 3, 25, 5];[19, 18, 14, 4, 22, 25, 24, 4]
fontanel;[0, 3, 9, 16, 24, 9, 18, 20];363;460;[10, 11, 15, 18, 22, 24, 8, 1];[19, 24, 3, 14, 26, 23, 28, 10];[19, 18, 14, 11, 7, 5, 21, 28]
foodgasm;[0, 3, 3, 23, 6, 24, 15, 19];343;440;[10, 11, 9, 25, 4, 10, 5, 0];[19, 24, 26, 21, 8, 9, 25, 9];[19, 18, 20, 4, 25, 19, 24, 0]
foolscap;[0, 3, 3, 20, 15, 5, 24, 13];295;392;[10, 11, 9, 22, 13, 20, 14, 23];[19, 24, 26, 18, 17, 19, 5, 3];[19, 18, 20, 7, 16, 9, 15, 6]
football;[0, 3, 3, 16, 17, 24, 20, 20];379;476;[10, 11, 9, 18, 15, 10, 10, 1];[19, 24, 26, 14, 19, 9, 1, 10];[19, 18, 20, 11, 14, 19, 19, 28]
footbath;[0, 3, 3, 16, 17, 24, 16, 8];315;412;[10, 11, 9, 18, 15, 10, 6, 18];[19, 24, 26, 14, 19, 9, 26, 27];[19, 18, 20, 11, 14, 19, 23, 11]
footfall;[0, 3, 3, 16, 0, 24, 20, 20];320;417;[10, 11, 9, 18, 27, 10, 10, 1];[19, 24, 26, 14, 2, 9, 1, 10];[19, 18, 20, 11, 2, 19, 19, 28]
footmark;[0, 3, 3, 16, 19, 24, 4, 5];267;364;[10, 11, 9, 18, 17, 10, 23, 15];[19, 24, 26, 14, 21, 9, 14, 24];[19, 18, 20, 11, 12, 19, 6, 14]
footnote;[0, 3, 3, 16, 9, 3, 16, 18];237;334;[10, 11, 9, 18, 7, 18, 6, 28];[19, 24, 26, 14, 11, 17, 26, 8];[19, 18, 20, 11, 22, 11, 23, 1]
footpath;[0, 3, 3, 16, 13, 24, 16, 8];297;394;[10, 11, 9, 18, 11, 10, 6, 18];[19, 24, 26, 14, 15, 9, 26, 27];[19, 18, 20, 11, 18, 19, 23, 11]
footrace;[0, 3, 3, 16, 4, 24, 5, 18];263;360;[10, 11, 9, 18, 2, 10, 24, 28];[19, 24, 26, 14, 6, 9, 15, 8];[19, 18, 20, 11, 27, 19, 5, 1]
footrest;[0, 3, 3, 16, 4, 18, 15, 16];265;362;[10, 11, 9, 18, 2, 4, 5, 26];[19, 24, 26, 14, 6, 3, 25, 6];[19, 18, 20, 11, 27, 25, 24, 3]
footstep;[0, 3, 3, 16, 15, 16, 18, 13];297;394;[10, 11, 9, 18, 13, 2, 8, 23];[19, 24, 26, 14, 17, 1, 28, 3];[19, 18, 20, 11, 16, 27, 21, 6]
footwall;[0, 3, 3, 16, 7, 24, 20, 20];337;434;[10, 11, 9, 18, 5, 10, 10, 1];[19, 24, 26, 14, 9, 9, 1, 10];[19, 18, 20, 11, 24, 19, 19, 28]
footwork;[0, 3, 3, 16, 7, 3, 4, 5];125;222;[10, 11, 9, 18, 5, 18, 23, 15];[19, 24, 26, 14, 9, 17, 14, 24];[19, 18, 20, 11, 24, 11, 6, 14]
foraging;[0, 3, 4, 24, 6, 10, 9, 6];211;308;[10, 11, 10, 26, 4, 25, 28, 16];[19, 24, 27, 22, 8, 24, 19, 25];[19, 18, 19, 3, 25, 4, 1, 13]
forcemeat;[0, 3, 4, 5, 18, 19, 28, 16];339;436;[10, 11, 10, 7, 16, 5, 18, 26];[19, 24, 27, 3, 20, 4, 9, 6];[19, 18, 19, 22, 13, 24, 11, 3]
forecast;[0, 3, 4, 18, 5, 24, 15, 16];309;406;[10, 11, 10, 20, 3, 10, 5, 26];[19, 24, 27, 16, 7, 9, 25, 6];[19, 18, 19, 9, 26, 19, 24, 3]
foredeck;[0, 3, 4, 18, 23, 18, 5, 5];269;366;[10, 11, 10, 20, 21, 4, 24, 15];[19, 24, 27, 16, 25, 3, 15, 24];[19, 18, 19, 9, 8, 25, 5, 14]
forefinger;[0, 3, 4, 18, 0, 21, 18, 4];246;343;[10, 11, 10, 20, 27, 7, 8, 14];[19, 24, 27, 16, 2, 6, 28, 23];[19, 18, 19, 9, 2, 22, 21, 15]
forefoot;[0, 3, 4, 18, 0, 3, 3, 16];162;259;[10, 11, 10, 20, 27, 18, 22, 26];[19, 24, 27, 16, 2, 17, 13, 6];[19, 18, 19, 9, 2, 11, 7, 3]
forehand;[0, 3, 4, 18, 8, 24, 9, 23];325;422;[10, 11, 10, 20, 6, 10, 28, 4];[19, 24, 27, 16, 10, 9, 19, 13];[19, 18, 19, 9, 23, 19, 1, 25]
forelady;[0, 3, 4, 18, 20, 24, 23, 26];449;546;[10, 11, 10, 20, 18, 10, 13, 7];[19, 24, 27, 16, 22, 9, 4, 16];[19, 18, 19, 9, 11, 19, 16, 22]
foreland;[0, 3, 4, 18, 20, 24, 9, 23];375;472;[10, 11, 10, 20, 18, 10, 28, 4];[19, 24, 27, 16, 22, 9, 19, 13];[19, 18, 19, 9, 11, 19, 1, 25]
forelimb;[0, 3, 4, 18, 20, 10, 19, 17];323;420;[10, 11, 10, 20, 18, 25, 9, 27];[19, 24, 27, 16, 22, 24, 0, 7];[19, 18, 19, 9, 11, 4, 20, 2]
forelock;[0, 3, 4, 18, 20, 3, 5, 5];193;290;[10, 11, 10, 20, 18, 18, 24, 15];[19, 24, 27, 16, 22, 17, 15, 24];[19, 18, 19, 9, 11, 11, 5, 14]
foremast;[0, 3, 4, 18, 19, 24, 15, 16];367;464;[10, 11, 10, 20, 17, 10, 5, 26];[19, 24, 27, 16, 21, 9, 25, 6];[19, 18, 19, 9, 12, 19, 24, 3]
foremilk;[0, 3, 4, 18, 19, 10, 20, 5];275;372;[10, 11, 10, 20, 17, 25, 10, 15];[19, 24, 27, 16, 21, 24, 1, 24];[19, 18, 19, 9, 12, 4, 19, 14]
forename;[0, 3, 4, 18, 9, 24, 19, 18];351;448;[10, 11, 10, 20, 7, 10, 9, 28];[19, 24, 27, 16, 11, 9, 0, 8];[19, 18, 19, 9, 22, 19, 20, 1]
forenoon;[0, 3, 4, 18, 9, 3, 3, 9];159;256;[10, 11, 10, 20, 7, 18, 22, 19];[19, 24, 27, 16, 11, 17, 13, 28];[19, 18, 19, 9, 22, 11, 7, 10]
forepart;[0, 3, 4, 18, 13, 24, 4, 16];297;394;[10, 11, 10, 20, 11, 10, 23, 26];[19, 24, 27, 16, 15, 9, 14, 6];[19, 18, 19, 9, 18, 19, 6, 3]
foreplay;[0, 3, 4, 18, 13, 20, 24, 26];403;500;[10, 11, 10, 20, 11, 6, 14, 7];[19, 24, 27, 16, 15, 5, 5, 16];[19, 18, 19, 9, 18, 23, 15, 22]
foresail;[0, 3, 4, 18, 15, 24, 10, 20];341;438;[10, 11, 10, 20, 13, 10, 0, 1];[19, 24, 27, 16, 17, 9, 20, 10];[19, 18, 19, 9, 16, 19, 0, 28]
foreskin;[0, 3, 4, 18, 15, 5, 10, 9];213;310;[10, 11, 10, 20, 13, 20, 0, 19];[19, 24, 27, 16, 17, 19, 20, 28];[19, 18, 19, 9, 16, 9, 0, 10]
forestay;[0, 3, 4, 18, 15, 16, 24, 26];399;496;[10, 11, 10, 20, 13, 2, 14, 7];[19, 24, 27, 16, 17, 1, 5, 16];[19, 18, 19, 9, 16, 27, 15, 22]
forester;[0, 3, 4, 18, 15, 16, 18, 4];277;374;[10, 11, 10, 20, 13, 2, 8, 14];[19, 24, 27, 16, 17, 1, 28, 23];[19, 18, 19, 9, 16, 27, 21, 15]
forestry;[0, 3, 4, 18, 15, 16, 4, 26];313;410;[10, 11, 10, 20, 13, 2, 23, 7];[19, 24, 27, 16, 17, 1, 14, 16];[19, 18, 19, 9, 16, 27, 6, 22]
forewing;[0, 3, 4, 18, 7, 10, 9, 6];183;280;[10, 11, 10, 20, 5, 25, 28, 16];[19, 24, 27, 16, 9, 24, 19, 25];[19, 18, 19, 9, 24, 4, 1, 13]
foreword;[0, 3, 4, 18, 7, 3, 4, 23];213;310;[10, 11, 10, 20, 5, 18, 23, 4];[19, 24, 27, 16, 9, 17, 14, 13];[19, 18, 19, 9, 24, 11, 6, 25]
foreyard;[0, 3, 4, 18, 26, 24, 4, 23];387;484;[10, 11, 10, 20, 24, 10, 23, 4];[19, 24, 27, 16, 28, 9, 14, 13];[19, 18, 19, 9, 5, 19, 6, 25]
forgiver;[0, 3, 4, 6, 10, 1, 18, 4];149;246;[10, 11, 10, 8, 8, 16, 8, 14];[19, 24, 27, 4, 12, 15, 28, 23];[19, 18, 19, 21, 21, 13, 21, 15]
forgoing;[0, 3, 4, 6, 3, 10, 9, 6];121;218;[10, 11, 10, 8, 1, 25, 28, 16];[19, 24, 27, 4, 5, 24, 19, 25];[19, 18, 19, 21, 28, 4, 1, 13]
forklift;[0, 3, 4, 5, 20, 10, 0, 16];198;295;[10, 11, 10, 7, 18, 25, 19, 26];[19, 24, 27, 3, 22, 24, 10, 6];[19, 18, 19, 22, 11, 4, 10, 3]
formalin;[0, 3, 4, 19, 24, 20, 10, 9];321;418;[10, 11, 10, 21, 22, 6, 0, 19];[19, 24, 27, 17, 26, 5, 20, 28];[19, 18, 19, 8, 7, 23, 0, 10]
formation;[0, 3, 4, 19, 24, 16, 27, 9];383;480;[10, 11, 10, 21, 22, 2, 17, 19];[19, 24, 27, 17, 26, 1, 8, 28];[19, 18, 19, 8, 7, 27, 12, 10]
forsythia;[0, 3, 4, 15, 26, 2, 10, 24];309;406;[10, 11, 10, 17, 24, 17, 0, 5];[19, 24, 27, 13, 28, 16, 20, 14];[19, 18, 19, 12, 5, 12, 0, 24]
fortieth;[0, 3, 4, 16, 10, 18, 16, 8];259;356;[10, 11, 10, 18, 8, 4, 6, 18];[19, 24, 27, 14, 12, 3, 26, 27];[19, 18, 19, 11, 21, 25, 23, 11]
fortress;[0, 3, 4, 16, 4, 18, 15, 15];263;360;[10, 11, 10, 18, 2, 4, 5, 25];[19, 24, 27, 14, 6, 3, 25, 5];[19, 18, 19, 11, 27, 25, 24, 4]
fortuity;[0, 3, 4, 16, 1, 10, 16, 26];275;372;[10, 11, 10, 18, 28, 25, 6, 7];[19, 24, 27, 14, 3, 24, 26, 16];[19, 18, 19, 11, 1, 4, 23, 22]
foulmart;[0, 3, 1, 20, 19, 24, 4, 16];323;420;[10, 11, 7, 22, 17, 10, 23, 26];[19, 24, 24, 18, 21, 9, 14, 6];[19, 18, 22, 7, 12, 19, 6, 3]
foulness;[0, 3, 1, 20, 9, 18, 15, 15];287;384;[10, 11, 7, 22, 7, 4, 5, 25];[19, 24, 24, 18, 11, 3, 25, 5];[19, 18, 22, 7, 22, 25, 24, 4]
founding;[0, 3, 1, 9, 23, 10, 9, 6];207;304;[10, 11, 7, 11, 21, 25, 28, 16];[19, 24, 24, 7, 25, 24, 19, 25];[19, 18, 22, 18, 8, 4, 1, 13]
fountain;[0, 3, 1, 9, 16, 24, 10, 9];257;354;[10, 11, 7, 11, 14, 10, 0, 19];[19, 24, 24, 7, 18, 9, 20, 28];[19, 18, 22, 18, 15, 19, 0, 10]
foursome;[0, 3, 1, 4, 15, 3, 19, 18];221;318;[10, 11, 7, 6, 13, 18, 9, 28];[19, 24, 24, 2, 17, 17, 0, 8];[19, 18, 22, 23, 16, 11, 20, 1]
fourteen;[0, 3, 1, 4, 16, 18, 18, 9];245;342;[10, 11, 7, 6, 14, 4, 8, 19];[19, 24, 24, 2, 18, 3, 28, 28];[19, 18, 22, 23, 15, 25, 21, 10]
foxberry;[0, 3, 14, 17, 18, 4, 4, 26];309;406;[10, 11, 20, 19, 16, 19, 23, 7];[19, 24, 8, 15, 20, 18, 14, 16];[19, 18, 9, 10, 13, 10, 6, 22]
foxglove;[0, 3, 14, 6, 20, 3, 1, 18];223;320;[10, 11, 20, 8, 18, 18, 20, 28];[19, 24, 8, 4, 22, 17, 11, 8];[19, 18, 9, 21, 11, 11, 9, 1]
foxhound;[0, 3, 14, 8, 3, 1, 9, 23];207;304;[10, 11, 20, 10, 1, 16, 28, 4];[19, 24, 8, 6, 5, 15, 19, 13];[19, 18, 9, 19, 28, 13, 1, 25]
foxiness;[0, 3, 14, 10, 9, 18, 15, 15];289;386;[10, 11, 20, 12, 7, 4, 5, 25];[19, 24, 8, 8, 11, 3, 25, 5];[19, 18, 9, 17, 22, 25, 24, 4]
fracking;[0, 4, 24, 5, 5, 10, 9, 6];213;310;[10, 12, 1, 7, 3, 25, 28, 16];[19, 25, 18, 3, 7, 24, 19, 25];[19, 17, 28, 22, 26, 4, 1, 13]
fracture;[0, 4, 24, 5, 16, 1, 4, 18];263;360;[10, 12, 1, 7, 14, 16, 23, 28];[19, 25, 18, 3, 18, 15, 14, 8];[19, 17, 28, 22, 15, 13, 6, 1]
fradicin;[0, 4, 24, 23, 10, 5, 10, 9];303;400;[10, 12, 1, 25, 8, 20, 0, 19];[19, 25, 18, 21, 12, 19, 20, 28];[19, 17, 28, 4, 21, 9, 0, 10]
fragment;[0, 4, 24, 6, 19, 18, 9, 16];353;450;[10, 12, 1, 8, 17, 4, 28, 26];[19, 25, 18, 4, 21, 3, 19, 6];[19, 17, 28, 21, 12, 25, 1, 3]
francium;[0, 4, 24, 9, 5, 10, 1, 19];257;354;[10, 12, 1, 11, 3, 25, 20, 0];[19, 25, 18, 7, 7, 24, 11, 9];[19, 17, 28, 18, 26, 4, 9, 0]
franking;[0, 4, 24, 9, 5, 10, 9, 6];229;326;[10, 12, 1, 11, 3, 25, 28, 16];[19, 25, 18, 7, 7, 24, 19, 25];[19, 17, 28, 18, 26, 4, 1, 13]
franklin;[0, 4, 24, 9, 5, 20, 10, 9];285;382;[10, 12, 1, 11, 3, 6, 0, 19];[19, 25, 18, 7, 7, 5, 20, 28];[19, 17, 28, 18, 26, 23, 0, 10]
freedman;[0, 4, 18, 18, 23, 19, 24, 9];433;530;[10, 12, 24, 20, 21, 5, 14, 19];[19, 25, 12, 16, 25, 4, 5, 28];[19, 17, 5, 9, 8, 24, 15, 10]
freehold;[0, 4, 18, 18, 8, 3, 20, 23];339;436;[10, 12, 24, 20, 6, 18, 10, 4];[19, 25, 12, 16, 10, 17, 1, 13];[19, 17, 5, 9, 23, 11, 19, 25]
freemail;[0, 4, 18, 18, 19, 24, 10, 20];419;516;[10, 12, 24, 20, 17, 10, 0, 1];[19, 25, 12, 16, 21, 9, 20, 10];[19, 17, 5, 9, 12, 19, 0, 28]
freetail;[0, 4, 18, 18, 16, 24, 10, 20];407;504;[10, 12, 24, 20, 14, 10, 0, 1];[19, 25, 12, 16, 18, 9, 20, 10];[19, 17, 5, 9, 15, 19, 0, 28]
freeware;[0, 4, 18, 18, 7, 24, 4, 18];341;438;[10, 12, 24, 20, 5, 10, 23, 28];[19, 25, 12, 16, 9, 9, 14, 8];[19, 17, 5, 9, 24, 19, 6, 1]
freezing;[0, 4, 18, 18, 15, 10, 9, 6];277;374;[10, 12, 24, 20, 13, 25, 28, 16];[19, 25, 12, 16, 17, 24, 19, 25];[19, 17, 5, 9, 16, 4, 1, 13]
freshman;[0, 4, 18, 15, 8, 19, 24, 9];353;450;[10, 12, 24, 17, 6, 5, 14, 19];[19, 25, 12, 13, 10, 4, 5, 28];[19, 17, 5, 12, 23, 24, 15, 10]
fretwork;[0, 4, 18, 16, 7, 3, 4, 5];189;286;[10, 12, 24, 18, 5, 18, 23, 15];[19, 25, 12, 14, 9, 17, 14, 24];[19, 17, 5, 11, 24, 11, 6, 14]
friendly;[0, 4, 10, 18, 9, 23, 20, 26];405;502;[10, 12, 16, 20, 7, 9, 10, 7];[19, 25, 4, 16, 11, 8, 1, 16];[19, 17, 13, 9, 22, 20, 19, 22]
frippery;[0, 4, 10, 13, 13, 18, 4, 26];311;408;[10, 12, 16, 15, 11, 4, 23, 7];[19, 25, 4, 11, 15, 3, 14, 16];[19, 17, 13, 14, 18, 25, 6, 22]
frisking;[0, 4, 10, 15, 5, 10, 9, 6];187;284;[10, 12, 16, 17, 3, 25, 28, 16];[19, 25, 4, 13, 7, 24, 19, 25];[19, 17, 13, 12, 26, 4, 1, 13]
frittata;[0, 4, 10, 16, 16, 24, 16, 24];415;512;[10, 12, 16, 18, 14, 10, 6, 5];[19, 25, 4, 14, 18, 9, 26, 14];[19, 17, 13, 11, 15, 19, 23, 24]
frogfish;[0, 4, 3, 6, 0, 10, 15, 8];146;243;[10, 12, 9, 8, 27, 25, 5, 18];[19, 25, 26, 4, 2, 24, 25, 27];[19, 17, 20, 21, 2, 4, 24, 11]
frontage;[0, 4, 3, 9, 16, 24, 6, 18];289;386;[10, 12, 9, 11, 14, 10, 25, 28];[19, 25, 26, 7, 18, 9, 16, 8];[19, 17, 20, 18, 15, 19, 4, 1]
frontier;[0, 4, 3, 9, 16, 10, 18, 4];217;314;[10, 12, 9, 11, 14, 25, 8, 14];[19, 25, 26, 7, 18, 24, 28, 23];[19, 17, 20, 18, 15, 4, 21, 15]
frontlet;[0, 4, 3, 9, 16, 20, 18, 16];307;404;[10, 12, 9, 11, 14, 6, 8, 26];[19, 25, 26, 7, 18, 5, 28, 6];[19, 17, 20, 18, 15, 23, 21, 3]
frosting;[0, 4, 3, 15, 16, 10, 9, 6];209;306;[10, 12, 9, 17, 14, 25, 28, 16];[19, 25, 26, 13, 18, 24, 19, 25];[19, 17, 20, 12, 15, 4, 1, 13]
frottage;[0, 4, 3, 16, 16, 24, 6, 18];319;416;[10, 12, 9, 18, 14, 10, 25, 28];[19, 25, 26, 14, 18, 9, 16, 8];[19, 17, 20, 11, 15, 19, 4, 1]
frotteur;[0, 4, 3, 16, 16, 18, 1, 4];219;316;[10, 12, 9, 18, 14, 4, 20, 14];[19, 25, 26, 14, 18, 3, 11, 23];[19, 17, 20, 11, 15, 25, 9, 15]
fructose;[0, 4, 1, 5, 16, 3, 15, 18];215;312;[10, 12, 7, 7, 14, 18, 5, 28];[19, 25, 24, 3, 18, 17, 25, 8];[19, 17, 22, 22, 15, 11, 24, 1]
fruitage;[0, 4, 1, 10, 16, 24, 6, 18];287;384;[10, 12, 7, 12, 14, 10, 25, 28];[19, 25, 24, 8, 18, 9, 16, 8];[19, 17, 22, 17, 15, 19, 4, 1]
fruitlet;[0, 4, 1, 10, 16, 20, 18, 16];305;402;[10, 12, 7, 12, 14, 6, 8, 26];[19, 25, 24, 8, 18, 5, 28, 6];[19, 17, 22, 17, 15, 23, 21, 3]
frumenty;[0, 4, 1, 19, 18, 9, 16, 26];345;442;[10, 12, 7, 21, 16, 24, 6, 7];[19, 25, 24, 17, 20, 23, 26, 16];[19, 17, 22, 8, 13, 5, 23, 22]
fuckhole;[0, 1, 5, 5, 8, 3, 20, 18];201;298;[10, 9, 11, 7, 6, 18, 10, 28];[19, 22, 28, 3, 10, 17, 1, 8];[19, 20, 18, 22, 23, 11, 19, 1]
fugacity;[0, 1, 6, 24, 5, 10, 16, 26];325;422;[10, 9, 12, 26, 3, 25, 6, 7];[19, 22, 0, 22, 7, 24, 26, 16];[19, 20, 17, 3, 26, 4, 23, 22]
fugitive;[0, 1, 6, 10, 16, 10, 1, 18];213;310;[10, 9, 12, 12, 14, 25, 20, 28];[19, 22, 0, 8, 18, 24, 11, 8];[19, 20, 17, 17, 15, 4, 9, 1]
fugleman;[0, 1, 6, 20, 18, 19, 24, 9];359;456;[10, 9, 12, 22, 16, 5, 14, 19];[19, 22, 0, 18, 20, 4, 5, 28];[19, 20, 17, 7, 13, 24, 15, 10]
fullback;[0, 1, 20, 20, 17, 24, 5, 5];335;432;[10, 9, 26, 22, 15, 10, 24, 15];[19, 22, 14, 18, 19, 9, 15, 24];[19, 20, 3, 7, 14, 19, 5, 14]
fullness;[0, 1, 20, 20, 9, 18, 15, 15];353;450;[10, 9, 26, 22, 7, 4, 5, 25];[19, 22, 14, 18, 11, 3, 25, 5];[19, 20, 3, 7, 22, 25, 24, 4]
fumeroot;[0, 1, 19, 18, 4, 3, 3, 16];227;324;[10, 9, 25, 20, 2, 18, 22, 26];[19, 22, 13, 16, 6, 17, 13, 6];[19, 20, 4, 9, 27, 11, 7, 3]
fumewort;[0, 1, 19, 18, 7, 3, 4, 16];239;336;[10, 9, 25, 20, 5, 18, 23, 26];[19, 22, 13, 16, 9, 17, 14, 6];[19, 20, 4, 9, 24, 11, 6, 3]
fumigant;[0, 1, 19, 10, 6, 24, 9, 16];309;406;[10, 9, 25, 12, 4, 10, 28, 26];[19, 22, 13, 8, 8, 9, 19, 6];[19, 20, 4, 17, 25, 19, 1, 3]
fumitory;[0, 1, 19, 10, 16, 3, 4, 26];287;384;[10, 9, 25, 12, 14, 18, 23, 7];[19, 22, 13, 8, 18, 17, 14, 16];[19, 20, 4, 17, 15, 11, 6, 22]
fungicide;[0, 1, 21, 10, 5, 10, 23, 18];315;412;[10, 9, 27, 12, 3, 25, 13, 28];[19, 22, 15, 8, 7, 24, 4, 8];[19, 20, 2, 17, 26, 4, 16, 1]
furbelow;[0, 1, 4, 17, 18, 20, 3, 7];243;340;[10, 9, 10, 19, 16, 6, 22, 17];[19, 22, 27, 15, 20, 5, 13, 26];[19, 20, 19, 10, 13, 23, 7, 12]
furcation;[0, 1, 4, 5, 24, 16, 27, 9];321;418;[10, 9, 10, 7, 22, 2, 17, 19];[19, 22, 27, 3, 26, 1, 8, 28];[19, 20, 19, 22, 7, 27, 12, 10]
furfural;[0, 1, 4, 0, 1, 4, 24, 20];202;299;[10, 9, 10, 2, 28, 19, 14, 1];[19, 22, 27, 27, 3, 18, 5, 10];[19, 20, 19, 27, 1, 10, 15, 28]
furfuran;[0, 1, 4, 0, 1, 4, 24, 9];158;255;[10, 9, 10, 2, 28, 19, 14, 19];[19, 22, 27, 27, 3, 18, 5, 28];[19, 20, 19, 27, 1, 10, 15, 10]
furlough;[0, 1, 4, 20, 3, 1, 6, 8];139;236;[10, 9, 10, 22, 1, 16, 25, 18];[19, 22, 27, 18, 5, 15, 16, 27];[19, 20, 19, 7, 28, 13, 4, 11]
furuncle;[0, 1, 4, 1, 9, 5, 20, 18];201;298;[10, 9, 10, 3, 7, 20, 10, 28];[19, 22, 27, 28, 11, 19, 1, 8];[19, 20, 19, 26, 22, 9, 19, 1]
fuselage;[0, 1, 15, 18, 20, 24, 6, 18];379;476;[10, 9, 21, 20, 18, 10, 25, 28];[19, 22, 9, 16, 22, 9, 16, 8];[19, 20, 8, 9, 11, 19, 4, 1]
fusilier;[0, 1, 15, 10, 20, 10, 18, 4];271;368;[10, 9, 21, 12, 18, 25, 8, 14];[19, 22, 9, 8, 22, 24, 28, 23];[19, 20, 8, 17, 11, 4, 21, 15]
futility;[0, 1, 16, 10, 20, 10, 16, 26];361;458;[10, 9, 22, 12, 18, 25, 6, 7];[19, 22, 10, 8, 22, 24, 26, 16];[19, 20, 7, 17, 11, 4, 23, 22]
futurism;[0, 1, 16, 1, 4, 10, 15, 19];233;330;[10, 9, 22, 3, 2, 25, 5, 0];[19, 22, 10, 28, 6, 24, 25, 9];[19, 20, 7, 26, 27, 4, 24, 0]
futurist;[0, 1, 16, 1, 4, 10, 15, 16];221;318;[10, 9, 22, 3, 2, 25, 5, 26];[19, 22, 10, 28, 6, 24, 25, 6];[19, 20, 7, 26, 27, 4, 24, 3]
futurity;[0, 1, 16, 1, 4, 10, 16, 26];271;368;[10, 9, 22, 3, 2, 25, 6, 7];[19, 22, 10, 28, 6, 24, 26, 16];[19, 20, 7, 26, 27, 4, 23, 22]
